variant,time,event,equity,peak,drawdown_pct,open_positions,long_positions,short_positions,portfolio_heat_pct,effective_cluster_positions,max_same_side,max_per_cluster,max_beta_cluster,cluster_ALT_OTHER,beta_OTHER_BETA,cluster_EXCHANGE,cluster_GAMING,beta_HIGH_CRYPTO_BETA,cluster_BTC_BETA,cluster_L1_L2,cluster_MEME,cluster_DEFI,cluster_AI
ACT5_ATR3,2026-05-19 00:00:00+00:00,exit,9432.083147608408,10323.557500028925,-8.635340602481453,0,0,0,0.0,0.0,3,1,1,,,,,,,,,,
ACT5_ATR3,2025-09-27 18:00:00+00:00,entry,10000.0,10000.0,0.0,1,1,0,0.25,1.0,3,1,2,1.0,1.0,,,,,,,,
ACT5_ATR3,2025-09-29 18:00:00+00:00,entry,10000.0,10000.0,0.0,2,2,0,0.5,2.0,3,1,2,1.0,2.0,1.0,,,,,,,
ACT5_ATR3,2025-09-30 12:00:00+00:00,exit,10077.15459262106,10077.15459262106,0.0,1,1,0,0.2480859033194361,1.0,3,1,2,,1.0,1.0,,,,,,,
ACT5_ATR3,2025-09-30 12:00:00+00:00,exit,10052.15459262106,10077.15459262106,-0.2480859033194361,0,0,0,0.0,0.0,3,1,2,,,,,,,,,,
ACT5_ATR3,2025-09-30 12:00:00+00:00,entry,10052.15459262106,10077.15459262106,-0.2480859033194361,1,0,1,0.25,1.0,3,1,2,1.0,1.0,,,,,,,,
ACT5_ATR3,2025-09-30 12:00:00+00:00,entry,10052.15459262106,10077.15459262106,-0.2480859033194361,2,0,2,0.5,2.0,3,1,2,1.0,1.0,,1.0,1.0,,,,,
ACT5_ATR3,2025-09-30 12:00:00+00:00,entry,10052.15459262106,10077.15459262106,-0.2480859033194361,3,0,3,0.7500000000000001,3.0,3,1,2,1.0,1.0,,1.0,2.0,,,,,1.0
ACT5_ATR3,2025-10-01 00:00:00+00:00,exit,10027.024206139507,10077.15459262106,-0.49746568856113804,2,0,2,0.5012531328320803,2.0,3,1,2,,,,1.0,2.0,,,,,1.0
ACT5_ATR3,2025-10-01 00:00:00+00:00,entry,10027.024206139507,10077.15459262106,-0.49746568856113804,3,0,3,0.7512531328320802,3.0,3,1,2,1.0,1.0,,1.0,2.0,,,,,1.0
ACT5_ATR3,2025-10-01 06:00:00+00:00,exit,10001.893819657955,10077.15459262106,-0.7468454738028399,2,0,2,0.5018844221105527,2.0,3,1,2,1.0,1.0,,,1.0,,,,,1.0
ACT5_ATR3,2025-10-01 06:00:00+00:00,exit,9976.763433176402,10077.15459262106,-0.996225259044542,1,0,1,0.25125944584382875,1.0,3,1,2,1.0,1.0,,,,,,,,
ACT5_ATR3,2025-10-01 06:00:00+00:00,entry,9976.763433176402,10077.15459262106,-0.996225259044542,2,1,1,0.5012594458438288,2.0,3,1,2,1.0,1.0,,,1.0,1.0,,,,
ACT5_ATR3,2025-10-01 18:00:00+00:00,exit,9951.695872661054,10077.15459262106,-1.2449815948231346,1,1,0,0.2506297308729111,1.0,3,1,2,,,,,1.0,1.0,,,,
ACT5_ATR3,2025-10-01 18:00:00+00:00,entry,9951.695872661054,10077.15459262106,-1.2449815948231346,2,2,0,0.5006297308729113,2.0,3,1,2,,,,,2.0,1.0,1.0,,,
ACT5_ATR3,2025-10-02 06:00:00+00:00,entry,9951.695872661054,10077.15459262106,-1.2449815948231346,3,3,0,0.7506297308729112,3.0,3,1,2,,1.0,1.0,,2.0,1.0,1.0,,,
ACT5_ATR3,2025-10-05 18:00:00+00:00,entry,9951.695872661054,10077.15459262106,-1.2449815948231346,4,3,1,1.0006297308729113,4.0,3,1,2,1.0,2.0,1.0,,2.0,1.0,1.0,,,
ACT5_ATR3,2025-10-09 12:00:00+00:00,exit,10082.57682617874,10082.57682617874,0.0,3,2,1,0.7408858790174719,3.0,3,1,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT5_ATR3,2025-10-10 12:00:00+00:00,exit,10057.697586497086,10082.57682617874,-0.24675477420669015,2,1,1,0.49535341300657904,2.0,3,1,2,1.0,1.0,,,1.0,1.0,,,,
ACT5_ATR3,2025-10-10 12:00:00+00:00,entry,10057.697586497086,10082.57682617874,-0.24675477420669015,3,1,2,0.745353413006579,3.0,3,1,2,1.0,1.0,,,2.0,1.0,,1.0,,
ACT5_ATR3,2025-10-10 18:00:00+00:00,exit,10032.755677914145,10082.57682617874,-0.4941311048108004,2,0,2,0.49860163302905686,2.0,3,1,2,1.0,1.0,,,1.0,,,1.0,,
ACT5_ATR3,2025-10-10 18:00:00+00:00,exit,10184.581885005597,10184.581885005597,0.0,1,0,1,0.24688538272996463,1.0,3,1,2,,,,,1.0,,,1.0,,
ACT5_ATR3,2025-10-10 18:00:00+00:00,exit,10347.951144036266,10347.951144036266,0.0,0,0,0,0.0,0.0,3,1,2,,,,,,,,,,
ACT5_ATR3,2025-10-10 18:00:00+00:00,entry,10347.951144036266,10347.951144036266,0.0,1,0,1,0.25,1.0,3,1,2,1.0,1.0,,,,,,,,
ACT5_ATR3,2025-10-10 18:00:00+00:00,entry,10347.951144036266,10347.951144036266,0.0,2,0,2,0.5,2.0,3,1,2,1.0,1.0,,,1.0,,1.0,,,
ACT5_ATR3,2025-10-10 18:00:00+00:00,entry,10347.951144036266,10347.951144036266,0.0,3,0,3,0.75,3.0,3,1,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT5_ATR3,2025-10-11 12:00:00+00:00,exit,10322.081266176176,10347.951144036266,-0.2499999999999948,2,0,2,0.5012531328320802,2.0,3,1,2,,,,,2.0,1.0,1.0,,,
ACT5_ATR3,2025-10-13 00:00:00+00:00,exit,10296.211388316086,10347.951144036266,-0.4999999999999896,1,0,1,0.25125628140703515,1.0,3,1,2,,,,,1.0,1.0,,,,
ACT5_ATR3,2025-10-16 12:00:00+00:00,entry,10296.211388316086,10347.951144036266,-0.4999999999999896,2,0,2,0.5012562814070352,2.0,3,1,2,1.0,1.0,,,1.0,1.0,,,,
ACT5_ATR3,2025-10-17 00:00:00+00:00,entry,10296.211388316086,10347.951144036266,-0.4999999999999896,3,0,3,0.7512562814070352,3.0,3,1,2,1.0,1.0,,,2.0,1.0,,,1.0,
ACT5_ATR3,2025-10-20 18:00:00+00:00,exit,10270.470859845294,10347.951144036266,-0.7487499999999983,2,0,2,0.5025125628140703,2.0,3,1,2,,,,,2.0,1.0,,,1.0,
ACT5_ATR3,2025-10-21 00:00:00+00:00,entry,10270.470859845294,10347.951144036266,-0.7487499999999983,3,0,3,0.7525125628140704,3.0,3,1,2,1.0,1.0,,,2.0,1.0,,,1.0,
ACT5_ATR3,2025-10-26 12:00:00+00:00,exit,10244.600981985204,10347.951144036266,-0.998749999999993,2,0,2,0.5018907589550637,2.0,3,1,2,1.0,1.0,,,1.0,,,,1.0,
ACT5_ATR3,2025-10-26 18:00:00+00:00,entry,10244.600981985204,10347.951144036266,-0.998749999999993,3,1,2,0.7518907589550637,3.0,3,1,2,1.0,1.0,,,2.0,,1.0,,1.0,
ACT5_ATR3,2025-10-27 00:00:00+00:00,exit,10218.860453514413,10347.951144036266,-1.2475000000000018,2,1,1,0.5018923571555152,2.0,3,1,2,1.0,1.0,,,1.0,,1.0,,,
ACT5_ATR3,2025-10-28 18:00:00+00:00,exit,10193.24895105945,10347.951144036266,-1.495003125000007,1,0,1,0.251893947385093,1.0,3,1,2,1.0,1.0,,,,,,,,
ACT5_ATR3,2025-10-28 18:00:00+00:00,entry,10193.24895105945,10347.951144036266,-1.495003125000007,2,0,2,0.5018939473850931,2.0,3,1,2,1.0,1.0,,,1.0,,,1.0,,
ACT5_ATR3,2025-10-30 00:00:00+00:00,entry,10193.24895105945,10347.951144036266,-1.495003125000007,3,0,3,0.7518939473850931,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,1.0,
ACT5_ATR3,2025-11-07 12:00:00+00:00,exit,10167.7658286818,10347.951144036266,-1.7412656171875116,2,0,2,0.5031518269524743,2.0,3,1,2,1.0,1.0,,,1.0,,,,1.0,
ACT5_ATR3,2025-11-08 06:00:00+00:00,entry,10167.7658286818,10347.951144036266,-1.7412656171875116,3,1,2,0.7531518269524742,3.0,3,1,2,1.0,1.0,,,2.0,,1.0,,1.0,
ACT5_ATR3,2025-11-08 18:00:00+00:00,exit,10142.089651532187,10347.951144036266,-1.98939374218751,2,1,1,0.5018939754852508,2.0,3,1,2,,,,,2.0,,1.0,,1.0,
ACT5_ATR3,2025-11-09 12:00:00+00:00,exit,10116.606529154538,10347.951144036266,-2.235656234375015,1,1,0,0.2512642406171434,1.0,3,1,2,,,,,1.0,,1.0,,,
ACT5_ATR3,2025-11-10 00:00:00+00:00,entry,10116.606529154538,10347.951144036266,-2.235656234375015,2,2,0,0.5012642406171435,2.0,3,1,2,,,,,2.0,,1.0,,1.0,
ACT5_ATR3,2025-11-10 18:00:00+00:00,exit,10195.896674251706,10347.951144036266,-1.4694161932934127,1,1,0,0.24931024100997057,1.0,3,1,2,,,,,1.0,,1.0,,,
ACT5_ATR3,2025-11-10 18:00:00+00:00,entry,10195.896674251706,10347.951144036266,-1.4694161932934127,2,2,0,0.4993102410099705,2.0,3,1,2,,,,,2.0,,1.0,,1.0,
ACT5_ATR3,2025-11-11 06:00:00+00:00,entry,10195.896674251706,10347.951144036266,-1.4694161932934127,3,3,0,0.7493102410099706,3.0,3,1,2,1.0,1.0,,,2.0,,1.0,,1.0,
ACT5_ATR3,2025-11-11 12:00:00+00:00,exit,10170.406932566077,10347.951144036266,-1.7157426528101791,2,2,0,0.5005616451227775,2.0,3,1,2,,,,,2.0,,1.0,,1.0,
ACT5_ATR3,2025-11-11 18:00:00+00:00,exit,10144.987517994372,10347.951144036266,-1.9613894887672123,1,1,0,0.25125453964746225,1.0,3,1,2,,,,,1.0,,,,1.0,
ACT5_ATR3,2025-11-11 18:00:00+00:00,exit,10119.497776308743,10347.951144036266,-2.2077159482839788,0,0,0,0.0,0.0,3,1,2,,,,,,,,,,
ACT5_ATR3,2025-11-12 06:00:00+00:00,entry,10119.497776308743,10347.951144036266,-2.2077159482839788,1,1,0,0.25,1.0,3,1,2,1.0,1.0,,,,,,,,
ACT5_ATR3,2025-11-13 12:00:00+00:00,exit,10094.199031867971,10347.951144036266,-2.4521966584132677,0,0,0,0.0,0.0,3,1,2,,,,,,,,,,
ACT5_ATR3,2025-11-13 12:00:00+00:00,entry,10094.199031867971,10347.951144036266,-2.4521966584132677,1,1,0,0.25,1.0,3,1,2,1.0,1.0,,,,,,,,
ACT5_ATR3,2025-11-13 12:00:00+00:00,entry,10094.199031867971,10347.951144036266,-2.4521966584132677,2,1,1,0.5,2.0,3,1,2,1.0,1.0,,,1.0,,,,,1.0
ACT5_ATR3,2025-11-13 12:00:00+00:00,entry,10094.199031867971,10347.951144036266,-2.4521966584132677,3,1,2,0.7500000000000001,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-11-13 18:00:00+00:00,exit,10068.963534288301,10347.951144036266,-2.696066166767233,2,0,2,0.5012531328320803,2.0,3,1,2,,,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-11-13 18:00:00+00:00,entry,10068.963534288301,10347.951144036266,-2.696066166767233,3,0,3,0.7512531328320802,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-11-14 00:00:00+00:00,exit,10043.79112545258,10347.951144036266,-2.9393260013503126,2,0,2,0.5025094063479502,2.0,3,1,2,,,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-11-16 12:00:00+00:00,entry,10043.79112545258,10347.951144036266,-2.9393260013503126,3,0,3,0.75250940634795,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-11-29 06:00:00+00:00,exit,10018.681647638949,10347.951144036266,-3.1819776863469427,2,0,2,0.5037688284189976,2.0,3,1,2,,,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-11-29 12:00:00+00:00,entry,10018.681647638949,10347.951144036266,-3.1819776863469427,3,0,3,0.7537688284189975,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-12-02 06:00:00+00:00,exit,9993.634943519852,10347.951144036266,-3.4240227421310707,2,0,2,0.5050314069363384,2.0,3,1,2,,,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-12-03 00:00:00+00:00,entry,9993.634943519852,10347.951144036266,-3.4240227421310707,3,1,2,0.7550314069363384,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-12-04 00:00:00+00:00,exit,9968.650856161052,10347.951144036266,-3.6654626852757466,2,0,2,0.5062971498108656,2.0,3,1,2,,,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-12-05 12:00:00+00:00,entry,9968.650856161052,10347.951144036266,-3.6654626852757466,3,0,3,0.7562971498108656,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-12-25 06:00:00+00:00,exit,9943.72922902065,10347.951144036266,-3.9062990285625516,2,0,2,0.5075660649732988,2.0,3,1,2,,,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-12-26 06:00:00+00:00,entry,9943.72922902065,10347.951144036266,-3.9062990285625516,3,1,2,0.7575660649732988,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-12-29 06:00:00+00:00,exit,9987.454788600528,10347.951144036266,-3.4837462065473668,2,0,2,0.5053439162192394,2.0,3,1,2,,,,,2.0,,,1.0,,1.0
ACT5_ATR3,2025-12-30 00:00:00+00:00,entry,9987.454788600528,10347.951144036266,-3.4837462065473668,3,0,3,0.7553439162192394,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2026-01-02 00:00:00+00:00,exit,9962.486151629026,10347.951144036266,-3.725036841031003,2,0,2,0.5066104423250519,2.0,3,1,2,,,,,2.0,,,1.0,,1.0
ACT5_ATR3,2026-01-04 00:00:00+00:00,entry,9962.486151629026,10347.951144036266,-3.725036841031003,3,1,2,0.7566104423250519,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2026-01-08 12:00:00+00:00,exit,9937.579936249953,10347.951144036266,-3.9657242489284283,2,0,2,0.5078801426817564,2.0,3,1,2,,,,,2.0,,,1.0,,1.0
ACT5_ATR3,2026-01-10 18:00:00+00:00,entry,9937.579936249953,10347.951144036266,-3.9657242489284283,3,0,3,0.7578801426817563,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2026-01-23 00:00:00+00:00,exit,9912.735986409329,10347.951144036266,-4.2058099383061,2,0,2,0.5091530252448686,2.0,3,1,2,,,,,2.0,,,1.0,,1.0
ACT5_ATR3,2026-01-23 06:00:00+00:00,entry,9912.735986409329,10347.951144036266,-4.2058099383061,3,0,3,0.7591530252448685,3.0,3,1,2,1.0,1.0,,,2.0,,,1.0,,1.0
ACT5_ATR3,2026-02-03 18:00:00+00:00,exit,10040.16978695775,10347.951144036266,-2.974321706726429,2,0,2,0.4981722282293087,2.0,3,1,2,1.0,1.0,,,1.0,,,1.0,,
ACT5_ATR3,2026-02-05 00:00:00+00:00,entry,10040.16978695775,10347.951144036266,-2.974321706726429,3,0,3,0.7481722282293087,3.0,3,1,2,1.0,1.0,,,2.0,1.0,,1.0,,
ACT5_ATR3,2026-02-06 12:00:00+00:00,exit,10140.623294875773,10347.951144036266,-2.0035642445024457,2,0,2,0.4919053097912043,2.0,3,1,2,1.0,1.0,,,1.0,1.0,,,,
ACT5_ATR3,2026-02-06 12:00:00+00:00,exit,10278.31943116725,10347.951144036266,-0.672903378647525,1,0,1,0.24420747609070814,1.0,3,1,2,,,,,1.0,1.0,,,,
ACT5_ATR3,2026-02-10 00:00:00+00:00,entry,10278.31943116725,10347.951144036266,-0.672903378647525,2,1,1,0.49420747609070814,2.0,3,1,2,1.0,1.0,,,1.0,1.0,,,,
ACT5_ATR3,2026-02-10 12:00:00+00:00,exit,10336.787255931467,10347.951144036266,-0.10788500978990767,1,0,1,0.24282616876913293,1.0,3,1,2,,,,,1.0,1.0,,,,
ACT5_ATR3,2026-02-11 06:00:00+00:00,entry,10336.787255931467,10347.951144036266,-0.10788500978990767,2,0,2,0.492826168769133,2.0,3,1,2,1.0,1.0,,,1.0,1.0,,,,
ACT5_ATR3,2026-02-11 06:00:00+00:00,entry,10336.787255931467,10347.951144036266,-0.10788500978990767,3,0,3,0.742826168769133,3.0,3,1,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-02-12 00:00:00+00:00,exit,10310.94528779164,10347.951144036266,-0.35761529726542807,2,0,2,0.49406132207431874,2.0,3,1,2,,,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-02-12 06:00:00+00:00,exit,10285.103319651811,10347.951144036266,-0.6073455847409485,1,0,1,0.2440464007729979,1.0,3,1,2,,,,,1.0,1.0,,,,
ACT5_ATR3,2026-02-12 12:00:00+00:00,entry,10285.103319651811,10347.951144036266,-0.6073455847409485,2,0,2,0.49404640077299794,2.0,3,1,2,,,,,2.0,1.0,,,1.0,
ACT5_ATR3,2026-02-13 12:00:00+00:00,exit,10259.390561352682,10347.951144036266,-0.8558272207790895,1,0,1,0.24465804588771717,1.0,3,1,2,,,,,1.0,1.0,,,,
ACT5_ATR3,2026-02-13 18:00:00+00:00,entry,10259.390561352682,10347.951144036266,-0.8558272207790895,2,0,2,0.4946580458877172,2.0,3,1,2,1.0,1.0,,,1.0,1.0,,,,
ACT5_ATR3,2026-02-14 06:00:00+00:00,entry,10259.390561352682,10347.951144036266,-0.8558272207790895,3,1,2,0.7446580458877172,3.0,3,1,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-02-14 12:00:00+00:00,exit,10233.742084949301,10347.951144036266,-1.1036876527271369,2,1,1,0.4958977903636263,2.0,3,1,2,,,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-02-15 00:00:00+00:00,exit,10208.641660481906,10347.951144036266,-1.3462518484603267,1,1,0,0.2512427926887479,1.0,3,1,2,,,,,1.0,,1.0,,,
ACT5_ATR3,2026-02-15 00:00:00+00:00,entry,10208.641660481906,10347.951144036266,-1.3462518484603267,2,2,0,0.5012427926887479,2.0,3,1,2,,,,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-02-15 12:00:00+00:00,exit,10183.120056330701,10347.951144036266,-1.592886218839177,1,1,0,0.2518724738734315,1.0,3,1,2,,,,,1.0,,1.0,,,
ACT5_ATR3,2026-02-16 06:00:00+00:00,entry,10183.120056330701,10347.951144036266,-1.592886218839177,2,2,0,0.5018724738734315,2.0,3,1,2,1.0,1.0,,,1.0,,1.0,,,
ACT5_ATR3,2026-02-17 12:00:00+00:00,exit,10157.662256189875,10347.951144036266,-1.838904003292075,1,1,0,0.2525037332064476,1.0,3,1,2,,,,,1.0,,1.0,,,
ACT5_ATR3,2026-02-17 18:00:00+00:00,entry,10157.662256189875,10347.951144036266,-1.838904003292075,2,1,1,0.5025037332064476,2.0,3,1,2,1.0,1.0,,,1.0,,1.0,,,
ACT5_ATR3,2026-02-18 18:00:00+00:00,entry,10157.662256189875,10347.951144036266,-1.838904003292075,3,1,2,0.7525037332064476,3.0,3,1,2,1.0,1.0,,,2.0,,1.0,,1.0,
ACT5_ATR3,2026-02-19 12:00:00+00:00,entry,10157.662256189875,10347.951144036266,-1.838904003292075,4,1,3,1.0025037332064475,4.0,3,1,2,1.0,2.0,1.0,,2.0,,1.0,,1.0,
ACT5_ATR3,2026-02-20 18:00:00+00:00,exit,10132.2681005494,10347.951144036266,-2.08430674328385,3,1,2,0.7543897074751355,3.0,3,1,2,1.0,1.0,,,2.0,,1.0,,1.0,
ACT5_ATR3,2026-02-23 00:00:00+00:00,entry,10132.2681005494,10347.951144036266,-2.08430674328385,4,1,3,1.0043897074751356,4.0,3,1,2,1.0,2.0,1.0,,2.0,,1.0,,1.0,
ACT5_ATR3,2026-02-24 12:00:00+00:00,exit,10106.619624146018,10347.951144036266,-2.3321671752318975,3,0,3,0.753159655385316,3.0,3,1,2,1.0,2.0,1.0,,1.0,,,,1.0,
ACT5_ATR3,2026-02-25 12:00:00+00:00,exit,10081.225468505543,10347.951144036266,-2.5775699152236724,2,0,2,0.5031613076239204,2.0,3,1,2,1.0,2.0,1.0,,,,,,,
ACT5_ATR3,2026-02-25 12:00:00+00:00,exit,10055.89479825417,10347.951144036266,-2.8223591483654555,1,0,1,0.25253004481394764,1.0,3,1,2,1.0,1.0,,,,,,,,
ACT5_ATR3,2026-02-25 18:00:00+00:00,entry,10055.89479825417,10347.951144036266,-2.8223591483654555,2,0,2,0.5025300448139476,2.0,3,1,2,1.0,1.0,,,1.0,,1.0,,,
ACT5_ATR3,2026-02-28 06:00:00+00:00,entry,10055.89479825417,10347.951144036266,-2.8223591483654555,3,0,3,0.7525300448139477,3.0,3,1,2,1.0,1.0,,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-02-28 18:00:00+00:00,exit,10030.755061258535,10347.951144036266,-3.065303250494545,2,0,2,0.5037895186104738,2.0,3,1,2,1.0,1.0,,,1.0,,1.0,,,
ACT5_ATR3,2026-03-02 12:00:00+00:00,entry,10030.755061258535,10347.951144036266,-3.065303250494545,3,1,2,0.7537895186104738,3.0,3,1,2,1.0,2.0,1.0,,1.0,,1.0,,,
ACT5_ATR3,2026-03-04 06:00:00+00:00,entry,10030.755061258535,10347.951144036266,-3.065303250494545,4,2,2,1.0037895186104737,4.0,3,1,2,1.0,2.0,1.0,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-03-07 18:00:00+00:00,exit,10005.678173605389,10347.951144036266,-3.3076399923683018,3,1,2,0.7556787153989714,3.0,3,1,2,1.0,2.0,1.0,,1.0,,1.0,,,
ACT5_ATR3,2026-03-07 18:00:00+00:00,entry,10005.678173605389,10347.951144036266,-3.3076399923683018,4,1,3,1.0056787153989712,4.0,3,1,2,1.0,2.0,1.0,,2.0,,1.0,,1.0,
ACT5_ATR3,2026-03-08 00:00:00+00:00,exit,9980.601285952243,10347.951144036266,-3.5499767342420587,3,0,3,0.7569492649351495,3.0,3,1,2,1.0,1.0,,,2.0,,1.0,,1.0,
ACT5_ATR3,2026-03-10 12:00:00+00:00,exit,9955.58709051823,10347.951144036266,-3.7917076342611455,2,0,2,0.5075932958714102,2.0,3,1,2,1.0,1.0,,,1.0,,1.0,,,
ACT5_ATR3,2026-03-12 06:00:00+00:00,entry,9955.58709051823,10347.951144036266,-3.7917076342611455,3,1,2,0.7575932958714102,3.0,3,1,2,1.0,1.0,,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-03-13 00:00:00+00:00,entry,9955.58709051823,10347.951144036266,-3.7917076342611455,4,2,2,1.0075932958714102,4.0,3,1,2,1.0,2.0,1.0,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-03-17 00:00:00+00:00,exit,9930.192934877754,10347.951144036266,-4.03711037425292,3,2,1,0.7544432715410161,3.0,3,1,2,,1.0,1.0,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-03-17 06:00:00+00:00,entry,9930.192934877754,10347.951144036266,-4.03711037425292,4,3,1,1.004443271541016,4.0,3,1,2,1.0,2.0,1.0,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-03-18 12:00:00+00:00,exit,9905.36745254056,10347.951144036266,-4.277017598317279,3,2,1,0.7563341068080361,3.0,3,1,2,,1.0,1.0,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-03-18 12:00:00+00:00,entry,9905.36745254056,10347.951144036266,-4.277017598317279,4,2,2,1.0063341068080363,4.0,3,1,2,1.0,2.0,1.0,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-03-19 12:00:00+00:00,exit,9880.478484814264,10347.951144036266,-4.5175383292316305,3,1,2,0.7569686373816173,3.0,3,1,2,1.0,1.0,,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-03-21 12:00:00+00:00,exit,9855.589517087968,10347.951144036266,-4.758059060145981,2,0,2,0.5063436899483585,2.0,3,1,2,1.0,1.0,,,1.0,,1.0,,,
ACT5_ATR3,2026-03-21 12:00:00+00:00,exit,9830.826098456617,10347.951144036266,-4.997366516150191,1,0,1,0.2557235449377161,1.0,3,1,2,,,,,1.0,,1.0,,,
ACT5_ATR3,2026-03-21 18:00:00+00:00,entry,9830.826098456617,10347.951144036266,-4.997366516150191,2,0,2,0.5057235449377162,2.0,3,1,2,,1.0,1.0,,1.0,,1.0,,,
ACT5_ATR3,2026-03-21 18:00:00+00:00,entry,9830.826098456617,10347.951144036266,-4.997366516150191,3,0,3,0.7557235449377161,3.0,3,1,2,,1.0,1.0,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-03-23 06:00:00+00:00,exit,9806.249033210475,10347.951144036266,-5.234873099859815,2,0,2,0.506991022493951,2.0,3,1,2,,,,,2.0,,1.0,1.0,,
ACT5_ATR3,2026-03-23 06:00:00+00:00,exit,9781.671967964334,10347.951144036266,-5.4723796835694385,1,0,1,0.25700858787710157,1.0,3,1,2,,,,,1.0,,1.0,,,
ACT5_ATR3,2026-03-25 06:00:00+00:00,entry,9781.671967964334,10347.951144036266,-5.4723796835694385,2,1,1,0.5070085878771016,2.0,3,1,2,,,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-03-26 06:00:00+00:00,exit,9757.217788044423,10347.951144036266,-5.708698734360512,1,0,1,0.25765271967629233,1.0,3,1,2,,,,,1.0,,1.0,,,
ACT5_ATR3,2026-03-26 06:00:00+00:00,entry,9757.217788044423,10347.951144036266,-5.708698734360512,2,0,2,0.5076527196762923,2.0,3,1,2,1.0,1.0,,,1.0,,1.0,,,
ACT5_ATR3,2026-03-26 12:00:00+00:00,entry,9757.217788044423,10347.951144036266,-5.708698734360512,3,0,3,0.7576527196762923,3.0,3,1,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-03-27 06:00:00+00:00,exit,9732.824743574312,10347.951144036266,-5.94442698752461,2,0,2,0.5089250322569346,2.0,3,1,2,,,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-03-27 06:00:00+00:00,entry,9732.824743574312,10347.951144036266,-5.94442698752461,3,0,3,0.7589250322569346,3.0,3,1,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-03-29 00:00:00+00:00,exit,9708.492681715377,10347.951144036266,-6.179565920055792,2,0,2,0.5102005335909118,2.0,3,1,2,,,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-03-29 12:00:00+00:00,entry,9708.492681715377,10347.951144036266,-6.179565920055792,3,0,3,0.7602005335909118,3.0,3,1,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-04-01 12:00:00+00:00,exit,9684.22145001109,10347.951144036266,-6.414117005255646,2,0,2,0.511479231670087,2.0,3,1,2,,,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-04-01 18:00:00+00:00,entry,9684.22145001109,10347.951144036266,-6.414117005255646,3,1,2,0.7614792316700871,3.0,3,1,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-04-02 00:00:00+00:00,exit,9660.010896386062,10347.951144036266,-6.6480817127425045,2,0,2,0.5127611345063529,2.0,3,1,2,,,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-04-02 00:00:00+00:00,entry,9660.010896386062,10347.951144036266,-6.6480817127425045,3,0,3,0.762761134506353,3.0,3,1,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT5_ATR3,2026-04-16 06:00:00+00:00,exit,9635.617851915951,10347.951144036266,-6.883809965906601,2,0,2,0.5115371426524535,2.0,3,1,2,1.0,1.0,,,1.0,,1.0,,,
